ABSTRACT,AUTHORKEYWORDS,AUTHORS,BOOKTITLE,DOI,FUNDINGDETAILS,FUNDINGDETAILSCOUNTRY,FUNDINGTEXT,KEYWORDS,NOTE,TITLE,VENUE,YEAR,SOURCE,TYPE
"Discrimination has been shown in many machine learning applications, which calls for sufficient fairness testing before their deployment in ethic-relevant domains. One widely concerning type of discrimination, testing against group discrimination, mostly hidden, is much less studied, compared with identifying individual discrimination. In this work, we propose TestSGD, an interpretable testing approach that systematically identifies and measures hidden (which we call ""subtle"") group discrimination of a neural network characterized by conditions over combinations of the sensitive attributes. Specifically, given a neural network, TestSGD first automatically generates an interpretable rule set that categorizes the input space into two groups. Alongside, TestSGD also provides an estimated group discrimination score based on sampling the input space to measure the degree of the identified subtle group discrimination, which is guaranteed to be accurate up to an error bound. We evaluate TestSGD on multiple neural network models trained on popular datasets including both structured data and text data. The experiment results show that TestSGD is effective and efficient in identifying and measuring such subtle group discrimination that has never been revealed before. Furthermore, we show that the testing results of TestSGD can be used to mitigate such discrimination through retraining with negligible accuracy drop. © 2023 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Fairness;  fairness improvement;  fairness testing;  machine learning,"Zhang, M. and Sun, J. and Wang, J. and Sun, B.",,10.1145/3591869,Key Research and Development Program of Zhejiang Province,China,,"Learning systems, Condition;  Fairness;  Fairness improvement;  Fairness testing;  Input space;  Interpretable rules;  Machine learning applications;  Machine-learning;  Neural-networks;  Sensitive attribute, Machine learning",cited By 2,TestSGD: Interpretable Testing of Neural Networks against Subtle Group Discrimination,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"Programmers who work with smart contract development often encounter challenges in reusing code from repositories. This is due to the presence of two unknowns that can lead to non-functional and functional failures. These unknowns are implicit collaborations between functions and subtle differences among similar functions. Current code mining methods can extract syntax and semantic knowledge (known knowledge), but they cannot uncover these unknowns due to a significant gap between the known and the unknown. To address this issue, we formulate knowledge acquisition as a knowledge deduction task and propose an analytic flow that uses the function clone as a bridge to gradually deduce the known knowledge into the problem-solving knowledge that can reveal the unknowns. This flow comprises five methods: clone detection, co-occurrence probability calculation, function usage frequency accumulation, description propagation, and control flow graph annotation. This provides a systematic and coherent approach to knowledge deduction. We then structure all of the knowledge into a semantic-enriched code Knowledge Graph (KG) and integrate this KG into two software engineering tasks: code recommendation and crowd-scaled coding practice checking. As a proof of concept, we apply our approach to 5,140 smart contract files available on Etherscan.io and confirm high accuracy of our KG construction steps. In our experiments, our code KG effectively improved code recommendation accuracy by 6% to 45%, increased diversity by 61% to 102%, and enhanced NDCG by 1% to 21%. Furthermore, compared to traditional analysis tools and the debugging-with-the-crowd method, our KG improved time efficiency by 30 to 380 seconds, vulnerability determination accuracy by 20% to 33%, and vulnerability fixing accuracy by 24% to 40% for novice developers who identified and fixed vulnerable smart contract functions. © 2023 Copyright held by the owner/author(s). Publication rights licensed to ACM.",code knowledge graph;  code recommendation;  crowd-scale coding practice checking;  knowledge deduction;  Smart contract,"Huang, Q. and Liao, D. and Xing, Z. and Zuo, Z. and Wang, C. and Xia, X.",,10.1145/3597206,Key Science and Technology Research Project in Jiangxi Province Department of Education,China,,"Cloning;  Codes (symbols);  Flow graphs;  Knowledge graph;  Semantics;  Software engineering, Code knowledge graph;  Code recommendation;  Code reuse;  Crowd-scale coding practice checking;  Current codes;  Functional failure;  Knowledge deduction;  Knowledge graphs;  Mining methods;  Non-functional, Smart contract",cited By 0,Semantic-Enriched Code Knowledge Graph to Reveal Unknowns in Smart Contract Code Reuse,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"Model Driven Engineering (MDE) is a general-purpose engineering methodology to elevate system design, maintenance, and analysis to corresponding activities on models. Models (graphical and/or textual) of a target application are automatically transformed into source code, performance models, Promela files (for model checking), and so on for system analysis and construction.Models are instances of metamodels. One form an MDE metamodel can take is a [class diagram, constraints] pair: the class diagram defines all object diagrams that could be metamodel instances; object constraint language (OCL) constraints eliminate semantically undesirable instances.A metamodel refactoring is an invertible semantics-preserving co-transformation, i.e., it transforms both a metamodel and its models without losing data. This article addresses a subproblem of metamodel refactoring: how to prove the correctness of refactorings of class diagrams without OCL constraints using the Coq Proof Assistant. © 2023 Association for Computing Machinery.",Class diagram refactorings;  Coq;  object diagram refactorings,"Altoyan, N. and Batory, D.",,10.1145/3549541,King Abdulaziz City for Science and Technology,Saudi Arabia,Altoyan was supported by King Abdulaziz City for Science and Technology (KACST). This work was also supported by NSF Grant no. 26-1005-25 (Award no. 1212683).,"Metadata;  Model checking;  Semantics, Class diagram refactoring;  Class diagrams;  Coq;  Meta model;  Model-driven Engineering;  Object Constraint Language;  Object diagram refactoring;  Object diagrams;  Refactorings, Systems analysis",cited By 1,On Proving the Correctness of Refactoring Class Diagrams of MDE Metamodels,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"Anomaly detection is critical to ensure the security of cyber-physical systems (CPS). However, due to the increasing complexity of attacks and CPS themselves, anomaly detection in CPS is becoming more and more challenging. In our previous work, we proposed a digital twin-based anomaly detection method, called ATTAIN, which takes advantage of both historical and real-time data of CPS. However, such data vary significantly in terms of difficulty. Therefore, similar to human learning processes, deep learning models (e.g., ATTAIN) can benefit from an easy-to-difficult curriculum. To this end, in this paper, we present a novel approach, named digitaL twin-based Anomaly deTecTion wIth Curriculum lEarning (LATTICE), which extends ATTAIN by introducing curriculum learning to optimize its learning paradigm. LATTICE attributes each sample with a difficulty score, before being fed into a training scheduler. The training scheduler samples batches of training data based on these difficulty scores such that learning from easy to difficult data can be performed. To evaluate LATTICE, we use five publicly available datasets collected from five real-world CPS testbeds. We compare LATTICE with ATTAIN and two other state-of-the-art anomaly detectors. Evaluation results show that LATTICE outperforms the three baselines and ATTAIN by 0.906%-2.367% in terms of the F1 score. LATTICE also, on average, reduces the training time of ATTAIN by 4.2% on the five datasets and is on par with the baselines in terms of detection delay time. © 2023 Copyright held by the owner/author(s). Publication rights licensed to ACM.",anomaly detection;  curriculum learning;  Cyber-physical system;  deep learning;  digital twin,"Xu, Q. and Ali, S. and Yue, T.",,10.1145/3582571,"Kirke-, Utdannings- og Forskningsdepartementet",Norway,,"Anomaly detection;  Curricula;  Cybersecurity;  Deep learning;  E-learning;  Embedded systems;  Learning systems, Anomaly detection;  Anomaly detection methods;  Curriculum learning;  Cybe-physical systems;  Cyber-physical systems;  Deep learning;  Human learning;  Learning models;  Learning process;  Real-time data, Cyber Physical System",cited By 4,Digital Twin-based Anomaly Detection with Curriculum Learning in Cyber-physical Systems,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"Software bloat is code that is packaged in an application but is actually not necessary to run the application. The presence of software bloat is an issue for security, performance, and for maintenance. In this article, we introduce a novel technique for debloating, which we call coverage-based debloating. We implement the technique for one single language: Java bytecode. We leverage a combination of state-of-the-art Java bytecode coverage tools to precisely capture what parts of a project and its dependencies are used when running with a specific workload. Then, we automatically remove the parts that are not covered, in order to generate a debloated version of the project. We succeed to debloat 211 library versions from a dataset of 94 unique open-source Java libraries. The debloated versions are syntactically correct and preserve their original behaviour according to the workload. Our results indicate that 68.3% of the libraries' bytecode and 20.3% of their total dependencies can be removed through coverage-based debloating.For the first time in the literature on software debloating, we assess the utility of debloated libraries with respect to client applications that reuse them. We select 988 client projects that either have a direct reference to the debloated library in their source code or which test suite covers at least one class of the libraries that we debloat. Our results show that 81.5% of the clients, with at least one test that uses the library, successfully compile and pass their test suite when the original library is replaced by its debloated version. © 2023 Association for Computing Machinery.",bytecode;  code coverage;  program specialization;  Software bloat;  software maintenance,"Soto-Valero, C. and Durieux, T. and Harrand, N. and Baudry, B.",,10.1145/3546948,Knut och Alice Wallenbergs Stiftelse,Sweden,,"Application programs;  Computer software maintenance;  Computer software reusability;  Java programming language;  Open source software, Bytecodes;  Code coverage;  Java byte codes;  Java library;  Novel techniques;  Open-source;  Program specialization;  Security performance;  Software bloat;  State of the art, Libraries",cited By 2,Coverage-Based Debloating for Java Bytecode,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"Nowadays, an increasing number of applications use deserialization. This technique, based on rebuilding the instance of objects from serialized byte streams, can be dangerous since it can open the application to attacks such as remote code execution (RCE) if the data to deserialize is originating from an untrusted source. Deserialization vulnerabilities are so critical that they are in OWASP's list of top 10 security risks for web applications. This is mainly caused by faults in the development process of applications and by flaws in their dependencies, i.e., flaws in the libraries used by these applications. No previous work has studied deserialization attacks in-depth: How are they performed? How are weaknesses introduced and patched? And for how long are vulnerabilities present in the codebase? To yield a deeper understanding of this important kind of vulnerability, we perform two main analyses: one on attack gadgets, i.e., exploitable pieces of code, present in Java libraries, and one on vulnerabilities present in Java applications. For the first analysis, we conduct an exploratory large-scale study by running 256515 experiments in which we vary the versions of libraries for each of the 19 publicly available exploits. Such attacks rely on a combination of gadgets present in one or multiple Java libraries. A gadget is a method which is using objects or fields that can be attacker-controlled. Our goal is to precisely identify library versions containing gadgets and to understand how gadgets have been introduced and how they have been patched. We observe that the modification of one innocent-looking detail in a class - such as making it public - can already introduce a gadget. Furthermore, we noticed that among the studied libraries, 37.5% are not patched, leaving gadgets available for future attacks.For the second analysis, we manually analyze 104 deserialization vulnerabilities CVEs to understand how vulnerabilities are introduced and patched in real-life Java applications. Results indicate that the vulnerabilities are not always completely patched or that a workaround solution is proposed. With a workaround solution, applications are still vulnerable since the code itself is unchanged. © 2023 Association for Computing Machinery.",Additional Key Words and PhrasesSerialization;  deserialization;  gadget;  remote code execution RCE;  vulnerabilities,"Sayar, I. and Bartel, A. and Bodden, E. and Le Traon, Y.",,10.1145/3554732,Knut och Alice Wallenbergs Stiftelse,Sweden,,"Codes (symbols);  Java programming language;  Security of data, Additional key word and phrasesserialization;  Code execution;  Deserialization;  Gadget;  Key words;  Remote code;  Remote code execution remote code execution;  Vulnerability, Libraries",cited By 3,An In-depth Study of Java Deserialization Remote-Code Execution Exploits and Vulnerabilities,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"Fix pattern-based patch generation is a promising direction in automated program repair (APR). Notably, it has been demonstrated to produce more acceptable and correct patches than the patches obtained with mutation operators through genetic programming. The performance of pattern-based APR systems, however, depends on the fix ingredients mined from fix changes in development histories. Unfortunately, collecting a reliable set of bug fixes in repositories can be challenging. In this article, we propose investigating the possibility in an APR scenario of leveraging fix patterns inferred from code changes that address violations detected by static analysis tools. To that end, we build a fix pattern-based APR tool, Avatar, which exploits fix patterns of static analysis violations as ingredients for the patch generation of repairing semantic bugs. Evaluated on four benchmarks (i.e., Defects4J, Bugs.jar, BEARS, and QuixBugs), Avatar presents the potential feasibility of fixing semantic bugs with the fix patterns inferred from the patches for fixing static analysis violations and can correctly fix 26 semantic bugs when Avatar is implemented with the normal program repair pipeline. We also find that Avatar achieves performance metrics that are comparable to that of the closely related approaches in the literature. Compared with CoCoNut, Avatar can fix 18 new bugs in Defects4J and 3 new bugs in QuixBugs. When compared with HDRepair, JAID, and SketchFix, Avatar can newly fix 14 Defects4J bugs. In terms of the number of correctly fixed bugs, Avatar is also comparable to the program repair tools with the normal fault localization setting and presents better performance than most program repair tools. These results imply that Avatar is complementary to current program repair approaches. We further uncover that Avatar can present different bug-fixing performances when it is configured with different fault localization tools, and the stack trace information from the failed executions of test cases can be exploited to improve the bug-fixing performance of Avatar by fixing more bugs with fewer generated patch candidates. Overall, our study highlights the relevance of static bug-finding tools as indirect contributors of fix ingredients for addressing code defects identified with functional test cases (i.e., dynamic information). © 2023 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Automated program repair;  fix pattern;  static analysis,"Liu, K. and Zhang, J. and Li, L. and Koyuncu, A. and Kim, D. and Ge, C. and Liu, Z. and Klein, J. and Bissyandé, T.F.",,10.1145/3579637,Kyungpook National University,South Korea,,"Automation;  Defects;  Genetic algorithms;  Genetic programming;  Program debugging;  Repair;  Semantics, Automated program repair;  Bug-fixing;  Development history;  Fault localization;  Fix pattern;  Mutation operators;  Performance;  Repair system;  Repair tools;  Test case, Static analysis",cited By 5,Reliable Fix Patterns Inferred from Static Checkers for Automated Program Repair,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"Testing deep neural networks (DNNs) has garnered great interest in the recent years due to their use in many applications. Black-box test adequacy measures are useful for guiding the testing process in covering the input domain. However, the absence of input specifications makes it challenging to apply black-box test adequacy measures in DNN testing. The Input Distribution Coverage (IDC) framework addresses this challenge by using a variational autoencoder to learn a low dimensional latent representation of the input distribution, and then using that latent space as a coverage domain for testing. IDC applies combinatorial interaction testing on a partitioning of the latent space to measure test adequacy. Empirical evaluation demonstrates that IDC is cost-effective, capable of detecting feature diversity in test inputs, and more sensitive than prior work to test inputs generated using different DNN test generation methods. The findings demonstrate that IDC overcomes several limitations of white-box DNN coverage approaches by discounting coverage from unrealistic inputs and enabling the calculation of test adequacy metrics that capture the feature diversity present in the input space of DNNs. © 2023 Association for Computing Machinery.",Additional Key Words and PhrasesSoftware testing;  deep neural networks;  generative models;  test coverage,"Dola, S. and Dwyer, M.B. and Soffa, M.L.",,10.1145/3576040,Lockheed Martin,United States,,"Black-box testing;  Cost effectiveness, Additional key word and phrasessoftware testing;  Black box test;  Feature interactions;  Generative model;  Input distributions;  Key words;  Neural-networks;  Test adequacies;  Test inputs;  Test-coverage, Deep neural networks",cited By 2,Input Distribution Coverage: Measuring Feature Interaction Adequacy in Neural Network Testing,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"Testing machine learning software for ethical bias has become a pressing current concern. In response, recent research has proposed a plethora of new fairness metrics, for example, the dozens of fairness metrics in the IBM AIF360 toolkit. This raises the question: How can any fairness tool satisfy such a diverse range of goals? While we cannot completely simplify the task of fairness testing, we can certainly reduce the problem. This article shows that many of those fairness metrics effectively measure the same thing. Based on experiments using seven real-world datasets, we find that (a) 26 classification metrics can be clustered into seven groups and (b) four dataset metrics can be clustered into three groups. Further, each reduced set may actually predict different things. Hence, it is no longer necessary (or even possible) to satisfy all fairness metrics. In summary, to simplify the fairness testing problem, we recommend the following steps: (1) determine what type of fairness is desirable (and we offer a handful of such types), then (2) lookup those types in our clusters, and then (3) just test for one item per cluster.For the purpose of reproducibility, our scripts and data are available at https://github.com/Repoanon ymous/Fairness_Metrics. © 2023 Copyright held by the owner/author(s). Publication rights licensed to ACM.",clustering;  empirical analysis;  fairness metrics;  Software fairness;  theoretical analysis,"Majumder, S. and Chakraborty, J. and Bai, G.R. and Stolee, K.T. and Menzies, T.",,10.1145/3585006,Louisiana Academy of Sciences,United States,The work was partially funded by LAS and NSF Grant No. 1908762.,"Learning systems;  Software testing, 'current;  Clusterings;  Empirical analysis;  Fairness metric;  Machine learning software;  Pressung;  Recent researches;  Software fairness;  Testing machine;  Theoretical analyse, Classification (of information)",cited By 1,Fair Enough: Searching for Sufficient Measures of Fairness,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"Autonomous Driving Systems (ADSs) are promising, but must show they are secure and trustworthy before adoption. Simulation-based testing is a widely adopted approach, where the ADS is run in a simulated environment over specific scenarios. Coverage criteria specify what needs to be covered to consider the ADS sufficiently tested. However, existing criteria do not guarantee to exercise the different decisions that the ADS can make, which is essential to assess its correctness. ADSs usually compute their decisions using parameterised rule-based systems and cost functions, such as cost components or decision thresholds. In this article, we argue that the parameters characterise the decision process, as their values affect the ADS's final decisions. Therefore, we propose parameter coverage, a criterion requiring to cover the ADS's parameters. A scenario covers a parameter if changing its value leads to different simulation results, meaning it is relevant for the driving decisions made in the scenario. Since ADS simulators are slightly uncertain, we employ statistical methods to assess multiple simulation runs for execution difference and coverage. Experiments using the Autonomoose ADS show that the criterion discriminates between different scenarios and that the cost of computing coverage can be managed with suitable heuristics. © 2023 Copyright held by the owner/author(s).",Additional Key Words and PhrasesSoftware testing;  autonomous driving;  coverage criteria;  mutation analysis,"Laurent, T. and Klikovits, S. and Arcaini, P. and Ishikawa, F. and Ventresque, A.",,10.1145/3550270,Meta,United States,"This work was supported, in part, by Science Foundation Ireland grants 20/FFP-P/8818 and 13/RC/2094_P2 and co-funded under the European Regional Development Fund through the Southern & Eastern Regional Operational Programme to Lero - the Science Foundation Ireland Research Centre for Software (www.lero.ie). Stefan Klikovits, Paolo Arcaini, and Fuyuki Ishikawa are supported by the ERATO HASUO Metamathematics for Systems Design Project JPMJER1603 JPMJER1603; Funding Reference number 10.13039/501100009024 Japan Society for the Promotion of Science (JSPS) 20K23334. Stefan Klikovits is supported by Japan Society for the Promotion of Science (JSPS) 20K23334 Grant-in-Aid for Research Activity Start-up No 20K23334 20K23334. Paolo Arcaini and Fuyuki Ishikawa are also supported by Engineerable AI Techniques for Practical Applications of High-Quality Machine Learning-based Systems Project (Grant Number JPMJMI20B8), JST-Mirai.","Cost functions;  Software testing;  Uncertainty analysis, Additional key word and phrasessoftware testing;  Autonomous driving;  Coverage criteria;  Driving systems;  Key words;  Mutation analysis;  Parameterized;  Rules based systems;  Simulated environment;  Uncertainty, Autonomous vehicles",cited By 4,Parameter Coverage for Testing of Autonomous Driving Systems under Uncertainty,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"Containers are ubiquitous data structures that support a variety of manipulations on the elements, inducing the indirect value flows in the program. Tracking value flows through containers is stunningly difficult, because it depends on container memory layouts, which are expensive to be discovered.This work presents a fast and precise value-flow analysis framework called Anchor for the programs using containers. We introduce the notion of anchored containers and propose the memory orientation analysis to construct a precise value-flow graph. Specifically, we establish a combined domain to identify anchored containers and apply strong updates to container memory layouts. Anchor finally conducts a demand-driven reachability analysis in the value-flow graph for a client. Experiments show that it removes 17.1% spurious statements from thin slices and discovers 20 null pointer exceptions with 9.1% as its false-positive ratio, while the smashing-based analysis reports 66.7% false positives. Anchor scales to millions of lines of code and checks the program with around 5.12 MLoC within 5 hours. © 2023 Association for Computing Machinery.",Additional Key Words and PhrasesAbstract interpretation;  data structure analysis;  value-flow analysis,"Wang, C. and Wang, W. and Yao, P. and Shi, Q. and Zhou, J. and Xiao, X. and Zhang, C.",,10.1145/3565800,Microsoft,United States,,"Data structures;  Flow graphs;  Graphic methods;  Value engineering, Additional key word and phrasesabstract interpretation;  Data structure analyse;  False positive;  Flow-graphs;  Key words;  Memory layout;  Structure analysis;  Ubiquitous data;  Value flow;  Value flow analysis, Containers",cited By 0,Anchor: Fast and Precise Value-flow Analysis for Containers via Memory Orientation,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"Complex software systems have a network of dependencies. Developers often configure package managers (e.g., npm) to automatically update dependencies with each publication of new releases containing bug fixes and new features. When a dependency release introduces backward-incompatible changes, commonly known as breaking changes, dependent packages may not build anymore. This may indirectly impact downstream packages, but the impact of breaking changes and how dependent packages recover from these breaking changes remain unclear. To close this gap, we investigated the manifestation of breaking changes in the npm ecosystem, focusing on cases where packages' builds are impacted by breaking changes from their dependencies. We measured the extent to which breaking changes affect dependent packages. Our analyses show that around 12% of the dependent packages and 14% of their releases were impacted by a breaking change during updates of non-major releases of their dependencies. We observed that, from all of the manifesting breaking changes, 44% were introduced in both minor and patch releases, which in principle should be backward compatible. Clients recovered themselves from these breaking changes in half of the cases, most frequently by upgrading or downgrading the provider's version without changing the versioning configuration in the package manager. We expect that these results help developers understand the potential impact of such changes and recover from them. © 2023 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Breaking changes;  change impact;  dependency management;  npm;  Semantic Version,"Venturini, D. and Cogo, F.R. and Polato, I. and Gerosa, M.A. and Wiese, I.S.",,10.1145/3576037,"Ministerio da Ciencia, Tecnologia e Inovacao",Brazil,,"Recovery, Breaking change;  Breakings;  Bug fixes;  Change impacts;  Complex software systems;  Dependency management;  Down-stream;  Empirical studies;  Npm;  Semantic version, Semantics",cited By 0,I Depended on You and You Broke Me: An Empirical Study of Manifesting Breaking Changes in Client Packages,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"We devised the L+1-layer divide & conquer approach to leads-to model checking (L+1-DCA2L2MC) and its parallel version, and developed sequential and parallel tools for L+1-DCA2L2MC. In a temporal logic called UNITY, designed by Chandy and Misra, the leads-to temporal connective plays an important role and many case studies have been conducted in UNITY, demonstrating that many systems requirements can be expressed as leads-to properties. Hence, it is worth dedicating to these properties. Counterexample generation is one of the main tasks in the L+1-DCA2L2MC technique that can be optimized to improve its running performance. This article proposes a technique to find all counterexamples at once in model checking with a new model checker. Furthermore, layer configuration selection is essential to make the best use of the L+1-DCA2L2MC technique. This work also proposes an approach to finding a good layer configuration for the technique with an analysis tool. Some experiments are conducted to demonstrate the power and usefulness of the two optimization techniques, respectively. Moreover, our sequential and parallel tools are compared with SPIN and LTSmin model checkers, showing a promising way to mitigate the state space explosion and improve the running performance of model checking when dealing with large state spaces. © 2023 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Additional Key Words and PhrasesLeads-to properties;  master-worker model;  Maude;  parallel model checking;  state space explosion,"Do, C.M. and Phyo, Y. and Riesco, A. and Ogata, K.",,10.1145/3604610,"Ministerio de Ciencia, Innovacion y Universidades",Spain,,"Optimization, Additional key word and phraseslead-to property;  Key words;  Master/worker models;  Maude;  Models checking;  Optimization techniques;  Parallel model checking;  Performance;  Property;  State-space explosion, Model checking",cited By 1,Optimization Techniques for Model Checking Leads-to Properties in a Stratified Way,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"Most software companies have extensive test suites and re-run parts of them continuously to ensure that recent changes have no adverse effects. Since test suites are costly to execute, industry needs methods for test case prioritisation (TCP). Recently, TCP methods use machine learning (ML) to exploit the information known about the system under test and its test cases. However, the value added by ML-based TCP methods should be critically assessed with respect to the cost of collecting the information. This article analyses two decades of TCP research and presents a taxonomy of 91 information attributes that have been used. The attributes are classified with respect to their information sources and the characteristics of their extraction process. Based on this taxonomy, TCP methods validated with industrial data and those applying ML are analysed in terms of information availability, attribute combination and definition of data features suitable for ML. Relying on a high number of information attributes, assuming easy access to system under test code and simplified testing environments are identified as factors that might hamper industrial applicability of ML-based TCP. The TePIA taxonomy provides a reference framework to unify terminology and evaluate alternatives considering the cost-benefit of the information attributes. © 2023 Association for Computing Machinery.",industry;  machine learning;  Regression testing;  taxonomy;  test case prioritisation,"Ramírez, A. and Feldt, R. and Romero, J.R.",,10.1145/3511805,"Ministerio de Ciencia, Innovacion y Universidades",Spain,"This work was supported by the Spanish Ministry of Science and Innovation (project PID2020-115832GB-I00), the University of Cordoba (postdoctoral grant Plan propio 2019 - mod. 2.4 and Plan propio 2020 - mod. 3.1), the Andalusian Regional Government (DOC_00944), and FEDER funds","Cost benefit analysis;  Software testing;  Transmission control protocol, Adverse effect;  Classifieds;  Industry needs;  Machine-learning;  Re-runs;  Regression testing;  Software company;  Systems under tests;  Test case;  Test case prioritization, Machine learning",cited By 2,"A Taxonomy of Information Attributes for Test Case Prioritisation: Applicability, Machine Learning",ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"In industry, software projects might span over decades, with many engineers joining or leaving the company over time. In these circumstances, no single engineer has all of the knowledge when maintenance tasks such as Traceability Link Recovery (TLR), Bug Localization (BL), and Feature Location (FL) are performed. Thus, collaboration has the potential to boost the quality of maintenance tasks since the solution advanced by one engineer might be enhanced with contributions from other engineers. However, assembling a team of software engineers to collaborate may not be as intuitive as we might think. In the context of a worldwide industrial supplier of railway solutions, this work evaluates how the quality of TLR, BL, and FL is affected by the criteria for selecting engineers for collaboration. The criteria for collaboration are based on engineers' profile information to select the set of search queries that are involved in the maintenance task. Collaboration is achieved by applying automatic query reformulation, and the location relies on an evolutionary algorithm. Our work uncovers how software engineers who might be seen as not being relevant in the collaboration can lead to significantly better results. A focus group confirmed the relevance of the findings. © 2023 Association for Computing Machinery.",Additional Key Words and PhrasesCollaborative software engineering;  model-driven engineering;  search-based software engineering,"Pérez, F. and Lapeña, R. and Marcén, A. and Cetina, C.",,10.1145/3561384,Ministerio de Economia y Competitividad,Spain,"This work was supported in part by the Ministry of Economy and Competitiveness (MINECO) through the Spanish National R+D+i Plan and ERDF funds under the Project VARIATIVA under grant no. PID2021-128695OB-I00, and in part by the Gobierno de Aragón (Spain) (Research Group S05_20D).","Computer software maintenance, Additional key word and phrasescollaborative software engineering;  Bug localizations;  Feature location;  Key words;  Link recoveries;  Maintenance tasks;  Model-driven Engineering;  Search-based;  Search-based software engineering;  Traceability links, Engineers",cited By 0,How the Quality of Maintenance Tasks is Affected by Criteria for Selecting Engineers for Collaboration,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"The microservices architectural style has gained widespread acceptance. However, designing applications according to this style is still challenging. Common difficulties concern finding clear boundaries that guide decomposition while ensuring performance and scalability. With the aim of providing software architects and engineers with a systematic methodology, we introduce a novel actor-driven decomposition strategy to complement the domain-driven design and overcome some of its limitations by reaching a finer modularization yet enforcing performance and scalability improvements. The methodology uses a multi-level scalability assessment framework that supports decision-making over iterative steps. At each iteration, architecture alternatives are quantitatively evaluated at multiple granularity levels. The assessment helps architects to understand the extent to which architecture alternatives increase or decrease performance and scalability. We applied the methodology to drive further decomposition of the core microservices of a real data-intensive smart mobility application and an existing open-source benchmark in the e-commerce domain. The results of an in-depth evaluation show that the approach can effectively support engineers in (i) decomposing monoliths or coarse-grained microservices into more scalable microservices and (ii) comparing among alternative architectures to guide decision-making for their deployment in modern infrastructures that orchestrate lightweight virtualized execution units. © 2023 Copyright held by the owner/author(s).",architectural patterns;  decomposition process;  Microservices;  performance analysis;  scalability assessment,"Camilli, M. and Colarusso, C. and Russo, B. and Zimeo, E.",,10.1145/3583563,"Ministero dell'struzione, dell'Universita e della Ricerca",Italy,"This work has been partly supported by the SARDECH project funded by the Free University of Bozen, Italy, and by the SISMA (Solutions for Engineering Microservices Architectures) project funded by the Italian Ministry of Research, PRIN no. 201752ENYB_002.","Benchmarking;  Decision making;  Digital storage;  Iterative methods;  Modular construction;  Open source software;  Software architecture, Architectural pattern;  Architectural style;  Decisions makings;  Decomposition process;  Microservice;  Multilevels;  Performance and scalabilities;  Performances analysis;  Scalability assessment;  Software architects, Scalability",cited By 1,Actor-Driven Decomposition of Microservices through Multi-level Scalability Assessment,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
"We introduce a novel approach to source code representation to be used in combination with neural networks. Such a representation is designed to permit the production of a continuous vector for each code statement. In particular, we present how the representation is produced in the case of Java source code. We test our representation for three tasks: code summarization, statement separation, and code search. We compare with the state-of-the-art non-autoregressive and end-to-end models for these tasks. We conclude that all tasks benefit from the proposed representation to boost their performance in terms of F1-score, accuracy, and mean reciprocal rank, respectively. Moreover, we show how models trained on code summarization and models trained on statement separation can be combined to address methods with tangled responsibilities, meaning that these models can be used to detect code misconduct. © 2023 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Big code;  intent identification;  learning representations;  method name suggestion,"Bertolotti, F. and Cazzola, W.",,10.1145/3514232,"Ministero dell'struzione, dell'Universita e della Ricerca",Italy,This work was partially funded by the MUR projects DSURF (PRIN 2015B8TRFM) and T-LADIES (PRIN 2020TL3X8X),Big code;  Code comprehension;  Code search;  Intent identification;  Java source codes;  Learning representation;  Method name suggestion;  Neural-networks;  Source code representations;  State of the art,cited By 1,Fold2Vec: Towards a Statement-Based Representation of Code for Code Comprehension,ACM Transactions on Software Engineering and Methodology,2023,TOSEM,journal
