ABSTRACT,AUTHORKEYWORDS,AUTHORS,BOOKTITLE,DOI,FUNDINGDETAILS,FUNDINGDETAILSCOUNTRY,FUNDINGTEXT,KEYWORDS,NOTE,TITLE,VENUE,YEAR,SOURCE,TYPE
"Along with the development of large language models (LLMs), e.g., ChatGPT, many existing approaches and tools for software security are changing. It is, therefore, essential to understand how security-aware these models are and how these models impact software security practices and education. In exercises of a software security course at our university, we ask students to identify and fix vulnerabilities we insert in a web application using state-of-the-art tools. After ChatGPT, especially the GPT-4 version of the model, we want to know how the students can possibly use ChatGPT to complete the exercise tasks. We input the vulnerable code to ChatGPT and measure its accuracy in vulnerability identification and fixing. In addition, we investigated whether ChatGPT can provide a proper source of information to support its outputs. Results show that ChatGPT can identify 20 of the 28 vulnerabilities we inserted in the web application in a white-box setting, reported three false positives, and found four extra vulnerabilities beyond the ones we inserted. ChatGPT makes nine satisfactory penetration testing and fixing recommendations for the ten vulnerabilities we want students to fix and can often point to related sources of information. © 2023 IEEE.",artificial intelligence;  ChatGPT;  IT education;  large language models;  Software security,"Li, J. and Meland, P.H. and Notland, J.S. and Storhaug, A. and Tysse, J.H.",,10.1109/ESEM56168.2023.10304857,European Commission,EU,ACKNOWLEDGMENT The research conducted in this paper has partly been related to the CyberSecPro project under the European Union’s Digital Europe Programme (DEP) (grant agreement No 101083594).,"Application programs;  Computational linguistics;  Curricula;  Education computing;  Engineering education;  Technology transfer, ChatGPT;  IT-education;  Language model;  Large language model;  Security Practice;  Security-aware;  Software security;  Sources of informations;  WEB application;  Web applications, Students",cited By 0,Evaluating the Impact of ChatGPT on Exercises of a Software Security Course,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Context. Algorithmic racism is the term used to describe the behavior of technological solutions that constrains users based on their ethnicity. Lately, various data-driven software systems have been reported to discriminate against Black people, either for the use of biased data sets or due to the prejudice propagated by software professionals in their code. As a result, Black people are experiencing disadvantages in accessing technology-based services, such as housing, banking, and law enforcement. Goal. This study aims to explore algorithmic racism from the perspective of software professionals. Method. A survey questionnaire was applied to explore the understanding of software practitioners on algorithmic racism, and data analysis was conducted using descriptive statistics and coding techniques. Results. We obtained answers from a sample of 73 software professionals discussing their understanding and perspectives on algorithmic racism in software development. Our results demonstrate that the effects of algorithmic racism are well-known among practitioners. However, there is no consensus on how the problem can be effectively addressed in software engineering. In this paper, some solutions to the problem are proposed based on the professionals' narratives. Conclusion. Combining technical and social strategies, including training on structural racism for software professionals, is the most promising way to address the algorithmic racism problem and its effects on the software solutions delivered to our society. © 2023 IEEE.",EDI;  racism;  software development,"De Souza Santos, R. and De Lima, L.F. and Magalhaes, C.",,10.1109/ESEM56168.2023.10304856,,,,"Computer software, Algorithmics;  Coding techniques;  Data driven;  Data set;  Descriptive statistics;  Racism;  Software practitioners;  Software-systems;  Technological solution;  Technology-based, Software design",cited By 0,The Perspective of Software Professionals on Algorithmic Racism,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background. Infrastructure-as-Code (IaC) is an emerging practice to manage cloud infrastructure resources for software systems. Modern software development has evolved to embrace IaC as a best practice for consistently provisioning and managing infrastructure using various tools such as Terraform and Ansible. However, recent studies highlighted that developers still encounter various challenges with IaC tools. Aims. We aim in this paper to understand the different challenges that developers encounter with IaC and analyze the trend of seeking assistance on Q&A platforms in the context of IaC. To this end, we conduct a large-scale empirical study investigating developers' discussions in Stack Overflow. Method. We first collect IaC-relevant tags on Stack Overflow, constituting a dataset that comprises 52,692 questions and 64,078 answers. Then, we group questions into specific topics using the Latent Dirichlet Allocation (LDA) method, which we optimize using a Genetic Algorithm (GA) for parameter's fine-tuning. Finally, to gain better insights, we analyze the identified topics based on different criteria such as popularity and difficulty. Results. Our findings reveal an average yearly increase of 150% in terms of IaC-related questions and 135% in terms of users between 2011 and 2022. Furthermore, we observe that IaC questions revolve around seven main topics: server configuration, policy configuration, networking, deployment pipelines, variable management, templating, and file management. Notably, we found that server configuration and file management are the most popular topics, i.e., the most discussed among IaC developers, while the deployment pipelines and templating topics are the most difficult. Conclusions. Our results shed light on IaC challenges that are often encountered by developers on popular Q&A platforms. These findings reveal important implications for practitioners seeking better support for IaC tools in real-world settings and for researchers to better understand the IaC community needs and further investigate IaC in different aspects. © 2023 IEEE.",Developers Discussions;  Infrastructure-as-Code (IaC);  Stack Overflow;  Topic Modeling,"Begoug, M. and Bessghaier, N. and Ouni, A. and Alomar, E.A. and Mkaouer, M.W.",,10.1109/ESEM56168.2023.10304847,Natural Sciences and Engineering Research Council of Canada,Canada,This work is supported by the Natural Sciences and Engineering Research Council of Canada (NSERC) RGPIN-2018-05960.,"Codes (symbols);  Pipelines;  Software design;  Statistics, Cloud infrastructures;  Developer discussion;  Empirical studies;  File management;  Infrastructure resources;  Infrastructure-as-code;  Software-systems;  Stack overflow;  Templating;  Topic Modeling, Genetic algorithms",cited By 0,What Do Infrastructure-as-Code Practitioners Discuss: An Empirical Study on Stack Overflow,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"In recent years, software engineers have explored ways to assist quantum software programmers. Our goal in this paper is to continue this exploration and see if quantum software programmers deal with some problems plaguing classical programs. Specifically, we examine whether intermittently failing tests, i.e., flaky tests, affect quantum software development. To explore flakiness, we conduct a preliminary analysis of 14 quantum software repositories. Then, we identify flaky tests and categorize their causes and methods of fixing them. We find flaky tests in 12 out of 14 quantum software repositories. In these 12 repositories, the lower boundary of the percentage of issues related to flaky tests ranges between 0.26% and 1.85% per repository. We identify 46 distinct flaky test reports with 8 groups of causes and 7 common solutions. Further, we notice that quantum programmers are not using some of the recent flaky test countermeasures developed by software engineers. This work may interest practitioners, as it provides useful insight into the resolution of flaky tests in quantum programs. Researchers may also find the paper helpful as it offers quantitative data on flaky tests in quantum software and points to new research opportunities. © 2023 IEEE.",flaky tests;  quantum software engineering;  software testing,"Zhang, L. and Radnejad, M. and Miranskyy, A.",,10.1109/ESEM56168.2023.10304850,,,,"Software design, Flaky test;  Lower boundary;  Preliminary analysis;  Quantitative data;  Quantum software engineering;  Research opportunities;  Software repositories;  Software testings;  Test range;  Test reports, Software testing",cited By 0,Identifying Flakiness in Quantum Programs,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Pair programming (PP) has been a widespread practice for decades and is known for facilitating knowledge exchange and improving the quality of software. Many agilists advocated the importance of collocation, face-to-face interaction, and physical artifacts incorporated in the shared workspace when pairing. After a long period of forced work-from-home, many knowledge workers prefer to work remotely two or three days per week, which is affecting practices such as PP. In this revelatory single-case study, we aimed to understand how PP is practiced during hybrid work when team members alternate between on-site days and working from home. We collected qualitative and quantitative data through 11 semi-structured interviews, observations, feedback sessions, and self-reported surveys. The interviewees were members of an agile software development team in a Norwegian fintech company. The results presented in this paper indicate that PP can be practiced through on-site, remote, and mixed sessions, where the mixed mode seems to be the least advantageous. The findings highlight the importance of adapting the work environment to suit individual work mode preferences when it comes to PP. In the future, we will build on these findings to explore PP in other teams and organizations practicing hybrid work. © 2023 IEEE.",agile software development;  collaboration practices;  hybrid work;  remote work;  teamwork,"Tkalich, A. and Moe, N.B. and Andersen, N.H. and Stray, V. and Barbala, A.M.",,10.1109/ESEM56168.2023.10304797,,,The work was partially supported by the Research Council of Norway through the 10xTeams project (Grant 309344).,"Knowledge management, Agile software development;  Collaboration practices;  Face-to-face interaction;  Hybrid work;  Knowledge exchange;  Pair-programming;  Physical artifacts;  Quality of softwares;  Remote work;  Teamwork, Software design",cited By 1,Pair Programming Practiced in Hybrid Work,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"[Background.] Empirical research in requirements engineering (RE) is a constantly evolving topic, with a growing number of publications. Several papers address this topic using literature reviews to provide a snapshot of its 'current' state and evolution. However, these papers have never built on or updated earlier ones, resulting in overlap and redundancy. The underlying problem is the unavailability of data from earlier works. Researchers need technical infrastructures to conduct sustainable literature reviews. [Aims.] We examine the use of the Open Research Knowledge Graph (ORKG) as such an infrastructure to build and publish an initial Knowledge Graph of Empirical research in RE (KG-EmpiRE) whose data is openly available. Our long-term goal is to continuously maintain KG-EmpiRE with the research community to synthesize a comprehensive, up-to-date, and long-term available overview of the state and evolution of empirical research in RE. [Method.] We conduct a literature review using the ORKG to build and publish KG-EmpiRE which we evaluate against competency questions derived from a published vision of empirical research in software (requirements) engineering for 2020-2025. [Results.] From 570 papers of the IEEE International Requirements Engineering Conference (2000-2022), we extract and analyze data on the reported empirical research and answer 16 out of 77 competency questions. These answers show a positive development towards the vision, but also the need for future improvements. [Conclusions.] The ORKG is a ready-to-use and advanced infrastructure to organize data from literature reviews as knowledge graphs. The resulting knowledge graphs make the data openly available and maintainable by research communities, enabling sustainable literature reviews. © 2023 IEEE.",empirical research;  infrastructure;  Knowledge graph;  literature review;  requirements engineering;  sustainability,"Karras, O. and Wernlein, F. and Klunder, J. and Auer, S.",,10.1109/ESEM56168.2023.10304795,Deutsche Forschungsgemeinschaft,Germany,"ACKNOWLEDGMENT The authors thank the Federal Government, the Heads of Government of the Länder, as well as the Joint Science Conference (GWK), for their funding and support within the NFDI4Ing and NFDI4DataScience consortia. This work was funded by the German Research Foundation (DFG) - project numbers 442146713 and 460234259, by the European Research Council for the project ScienceGRAPH (Grant agreement ID: 819536), and by the TIB - Leibniz Information Centre for Science and Technology.","Knowledge graph, 'current;  Divide-and-conquer;  Empirical research;  Infrastructure;  Knowledge graphs;  Literature reviews;  Long-term goals;  Requirement engineering;  Research communities;  Technical infrastructure, Requirements engineering",cited By 0,Divide and Conquer the EmpiRE: A Community-Maintainable Knowledge Graph of Empirical Research in Requirements Engineering,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"[Background.] Empirical research in requirements engineering (RE) is a constantly evolving topic, with a growing number of publications. Several papers address this topic using literature reviews to provide a snapshot of its 'current' state and evolution. However, these papers have never built on or updated earlier ones, resulting in overlap and redundancy. The underlying problem is the unavailability of data from earlier works. Researchers need technical infrastructures to conduct sustainable literature reviews. [Aims.] We examine the use of the Open Research Knowledge Graph (ORKG) as such an infrastructure to build and publish an initial Knowledge Graph of Empirical research in RE (KG-EmpiRE) whose data is openly available. Our long-term goal is to continuously maintain KG-EmpiRE with the research community to synthesize a comprehensive, up-to-date, and long-term available overview of the state and evolution of empirical research in RE. [Method.] We conduct a literature review using the ORKG to build and publish KG-EmpiRE which we evaluate against competency questions derived from a published vision of empirical research in software (requirements) engineering for 2020-2025. [Results.] From 570 papers of the IEEE International Requirements Engineering Conference (2000-2022), we extract and analyze data on the reported empirical research and answer 16 out of 77 competency questions. These answers show a positive development towards the vision, but also the need for future improvements. [Conclusions.] The ORKG is a ready-to-use and advanced infrastructure to organize data from literature reviews as knowledge graphs. The resulting knowledge graphs make the data openly available and maintainable by research communities, enabling sustainable literature reviews. © 2023 IEEE.",empirical research;  infrastructure;  Knowledge graph;  literature review;  requirements engineering;  sustainability,"Karras, O. and Wernlein, F. and Klunder, J. and Auer, S.",,10.1109/ESEM56168.2023.10304795,Leibniz Information Centre for Science and Technology,Germany,,"Knowledge graph, 'current;  Divide-and-conquer;  Empirical research;  Infrastructure;  Knowledge graphs;  Literature reviews;  Long-term goals;  Requirement engineering;  Research communities;  Technical infrastructure, Requirements engineering",cited By 0,Divide and Conquer the EmpiRE: A Community-Maintainable Knowledge Graph of Empirical Research in Requirements Engineering,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"[Background.] Empirical research in requirements engineering (RE) is a constantly evolving topic, with a growing number of publications. Several papers address this topic using literature reviews to provide a snapshot of its 'current' state and evolution. However, these papers have never built on or updated earlier ones, resulting in overlap and redundancy. The underlying problem is the unavailability of data from earlier works. Researchers need technical infrastructures to conduct sustainable literature reviews. [Aims.] We examine the use of the Open Research Knowledge Graph (ORKG) as such an infrastructure to build and publish an initial Knowledge Graph of Empirical research in RE (KG-EmpiRE) whose data is openly available. Our long-term goal is to continuously maintain KG-EmpiRE with the research community to synthesize a comprehensive, up-to-date, and long-term available overview of the state and evolution of empirical research in RE. [Method.] We conduct a literature review using the ORKG to build and publish KG-EmpiRE which we evaluate against competency questions derived from a published vision of empirical research in software (requirements) engineering for 2020-2025. [Results.] From 570 papers of the IEEE International Requirements Engineering Conference (2000-2022), we extract and analyze data on the reported empirical research and answer 16 out of 77 competency questions. These answers show a positive development towards the vision, but also the need for future improvements. [Conclusions.] The ORKG is a ready-to-use and advanced infrastructure to organize data from literature reviews as knowledge graphs. The resulting knowledge graphs make the data openly available and maintainable by research communities, enabling sustainable literature reviews. © 2023 IEEE.",empirical research;  infrastructure;  Knowledge graph;  literature review;  requirements engineering;  sustainability,"Karras, O. and Wernlein, F. and Klunder, J. and Auer, S.",,10.1109/ESEM56168.2023.10304795,European Commission,EU,,"Knowledge graph, 'current;  Divide-and-conquer;  Empirical research;  Infrastructure;  Knowledge graphs;  Literature reviews;  Long-term goals;  Requirement engineering;  Research communities;  Technical infrastructure, Requirements engineering",cited By 0,Divide and Conquer the EmpiRE: A Community-Maintainable Knowledge Graph of Empirical Research in Requirements Engineering,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background: Time-bounded collaborative events are events that bring together different participants to address a problem through the creation of a computational artifact over a short period of time. Examples of these events include hackathons, game jams, and ideathons. Despite previous research on these events, little is understood about how people seek and get help during these events. Aims: Our goal is to understand how event participants seek and get help during time-bounded collaborative events to design better strategies supporting search behaviour. This is necessary because participants learn and improve different skills important for working in the industry during these events. Method: We conducted a mixed-methods study where we collected data through a large-scale survey with participants of a global-scale game jam. Our primary method was quantitative, but we had a qualitative dataset that we used to augment aspects of our quantitative results. Results: Our findings suggest that professional and independent developers are the ones who provide help most often, while students interact more with mentors. In addition, the frequency that participants getting help from mentors decreases with increased experience in game development and the number of participations in game jams. Participants also point to mentors as an essential part of the jams: they are expert facilitators, so much so that the perception of the mentors' absence or distance was reported as a disappointment. Conclusions: Understanding how participants in time-bounded collaborative events seek and get help is important to design more effective events and improving the participants' overall experience. We translate our findings into suggestions for event organizers. © 2023 IEEE.",Game development;  Game Jams;  Help-seeking;  Information-seeking;  Time-bounded collaborative events,"De Almeida Melo, L. and De Souza, C.R.B. and Perin, M.G. and Batista De Almeida, A.C.D. and Filho, F.F.",,10.1109/ESEM56168.2023.10304790,Conselho Nacional de Desenvolvimento Cientifico e Tecnologico,Brazil,"This research has been partially funded by the Brazilian National Council for Research and Development (CNPq), under research grant number 400920/2019-0. The authors also thank survey respondents for their time.","Game development;  Game jam;  Help seeking;  Information seeking;  Large scale surveys;  Learn+;  Mixed method;  Search behavior;  Short periods;  Time-bounded collaborative event, Software design",cited By 0,All For One and One For All: Investigating How Global Game Jam Participants Get and Offer Help,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Current Design Pattern Recognition (DPR) methods have limitations, such as the reliance on semantic information, limited recognition of novel or modified pattern versions, and other factors. We present an introductory DPR technique by using a Programming Language Model (PLM) called TransDPR, which utilizes a Facebook pre-trained model (TransCoder), which is a Cross-lingual programming Language Model (XLM) based on a transformer architecture. We leverage an n-dimensional vector representation of programs and apply logistic regression to learn design patterns (DPs). Our approach utilizes the GitHub repository to collect singleton and prototype DP programs written in C++ source code. Our results indicate that TransDPR achieves 90% accuracy and an F1-score of 0.88 on open-source projects. We evaluate the proposed model on two developed modules from Volvo Cars and invite the original developers to validate the prediction results. © 2023 IEEE.",Deep learning;  Design patterns recognition;  Machine learning;  NLP;  Programming language models,"Pandey, S.K. and Staron, M. and Horkoff, J. and Ochodek, M. and Mucci, N. and Durisic, D.",,10.1109/ESEM56168.2023.10304862,Vinnova,Sweden,"Acknowledgements. This study was financed by CHAIR (Chalmers AI Research Center) project “T4AI”, Vinnova, Software Center, Volvo Cars, AB Volvo, Chalmers, University of Gothenburg, and National Science Centre, Poland project “Source-code-representations for machine-learning-based identification of defective code fragments” (OPUS 21), registered under no. 2021/41/B/ST6/02510, also provided funding.","C++ (programming language);  Computational linguistics;  Deep learning;  Learning systems;  Open source software;  Semantics, 'current;  Deep learning;  Design pattern recognition;  Design Patterns;  Facebook;  Machine-learning;  Pattern recognition method;  Pattern recognitions techniques;  Programming language models;  Semantics Information, Pattern recognition",cited By 0,TransDPR: Design Pattern Recognition Using Programming Language Models,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Current Design Pattern Recognition (DPR) methods have limitations, such as the reliance on semantic information, limited recognition of novel or modified pattern versions, and other factors. We present an introductory DPR technique by using a Programming Language Model (PLM) called TransDPR, which utilizes a Facebook pre-trained model (TransCoder), which is a Cross-lingual programming Language Model (XLM) based on a transformer architecture. We leverage an n-dimensional vector representation of programs and apply logistic regression to learn design patterns (DPs). Our approach utilizes the GitHub repository to collect singleton and prototype DP programs written in C++ source code. Our results indicate that TransDPR achieves 90% accuracy and an F1-score of 0.88 on open-source projects. We evaluate the proposed model on two developed modules from Volvo Cars and invite the original developers to validate the prediction results. © 2023 IEEE.",Deep learning;  Design patterns recognition;  Machine learning;  NLP;  Programming language models,"Pandey, S.K. and Staron, M. and Horkoff, J. and Ochodek, M. and Mucci, N. and Durisic, D.",,10.1109/ESEM56168.2023.10304862,University of Gothenburg,Sweden,,"C++ (programming language);  Computational linguistics;  Deep learning;  Learning systems;  Open source software;  Semantics, 'current;  Deep learning;  Design pattern recognition;  Design Patterns;  Facebook;  Machine-learning;  Pattern recognition method;  Pattern recognitions techniques;  Programming language models;  Semantics Information, Pattern recognition",cited By 0,TransDPR: Design Pattern Recognition Using Programming Language Models,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Current Design Pattern Recognition (DPR) methods have limitations, such as the reliance on semantic information, limited recognition of novel or modified pattern versions, and other factors. We present an introductory DPR technique by using a Programming Language Model (PLM) called TransDPR, which utilizes a Facebook pre-trained model (TransCoder), which is a Cross-lingual programming Language Model (XLM) based on a transformer architecture. We leverage an n-dimensional vector representation of programs and apply logistic regression to learn design patterns (DPs). Our approach utilizes the GitHub repository to collect singleton and prototype DP programs written in C++ source code. Our results indicate that TransDPR achieves 90% accuracy and an F1-score of 0.88 on open-source projects. We evaluate the proposed model on two developed modules from Volvo Cars and invite the original developers to validate the prediction results. © 2023 IEEE.",Deep learning;  Design patterns recognition;  Machine learning;  NLP;  Programming language models,"Pandey, S.K. and Staron, M. and Horkoff, J. and Ochodek, M. and Mucci, N. and Durisic, D.",,10.1109/ESEM56168.2023.10304862,"National Science Centre, Poland",Poland,,"C++ (programming language);  Computational linguistics;  Deep learning;  Learning systems;  Open source software;  Semantics, 'current;  Deep learning;  Design pattern recognition;  Design Patterns;  Facebook;  Machine-learning;  Pattern recognition method;  Pattern recognitions techniques;  Programming language models;  Semantics Information, Pattern recognition",cited By 0,TransDPR: Design Pattern Recognition Using Programming Language Models,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Current Design Pattern Recognition (DPR) methods have limitations, such as the reliance on semantic information, limited recognition of novel or modified pattern versions, and other factors. We present an introductory DPR technique by using a Programming Language Model (PLM) called TransDPR, which utilizes a Facebook pre-trained model (TransCoder), which is a Cross-lingual programming Language Model (XLM) based on a transformer architecture. We leverage an n-dimensional vector representation of programs and apply logistic regression to learn design patterns (DPs). Our approach utilizes the GitHub repository to collect singleton and prototype DP programs written in C++ source code. Our results indicate that TransDPR achieves 90% accuracy and an F1-score of 0.88 on open-source projects. We evaluate the proposed model on two developed modules from Volvo Cars and invite the original developers to validate the prediction results. © 2023 IEEE.",Deep learning;  Design patterns recognition;  Machine learning;  NLP;  Programming language models,"Pandey, S.K. and Staron, M. and Horkoff, J. and Ochodek, M. and Mucci, N. and Durisic, D.",,10.1109/ESEM56168.2023.10304862,Vinnova,Sweden,,"C++ (programming language);  Computational linguistics;  Deep learning;  Learning systems;  Open source software;  Semantics, 'current;  Deep learning;  Design pattern recognition;  Design Patterns;  Facebook;  Machine-learning;  Pattern recognition method;  Pattern recognitions techniques;  Programming language models;  Semantics Information, Pattern recognition",cited By 0,TransDPR: Design Pattern Recognition Using Programming Language Models,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Current Design Pattern Recognition (DPR) methods have limitations, such as the reliance on semantic information, limited recognition of novel or modified pattern versions, and other factors. We present an introductory DPR technique by using a Programming Language Model (PLM) called TransDPR, which utilizes a Facebook pre-trained model (TransCoder), which is a Cross-lingual programming Language Model (XLM) based on a transformer architecture. We leverage an n-dimensional vector representation of programs and apply logistic regression to learn design patterns (DPs). Our approach utilizes the GitHub repository to collect singleton and prototype DP programs written in C++ source code. Our results indicate that TransDPR achieves 90% accuracy and an F1-score of 0.88 on open-source projects. We evaluate the proposed model on two developed modules from Volvo Cars and invite the original developers to validate the prediction results. © 2023 IEEE.",Deep learning;  Design patterns recognition;  Machine learning;  NLP;  Programming language models,"Pandey, S.K. and Staron, M. and Horkoff, J. and Ochodek, M. and Mucci, N. and Durisic, D.",,10.1109/ESEM56168.2023.10304862,Volvo Cars,Sweden,,"C++ (programming language);  Computational linguistics;  Deep learning;  Learning systems;  Open source software;  Semantics, 'current;  Deep learning;  Design pattern recognition;  Design Patterns;  Facebook;  Machine-learning;  Pattern recognition method;  Pattern recognitions techniques;  Programming language models;  Semantics Information, Pattern recognition",cited By 0,TransDPR: Design Pattern Recognition Using Programming Language Models,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Cyber-Physical Systems (CPSs) combine digital cyber technologies with physical processes. As in any other software system, in the case of CPSs, the use of Artificial Intelligence (AI) techniques in general, and Deep Neural Networks (DNNs) in particular, is contantly increasing. While recent studies have considerably advanced the field of testing AI-enabled systems, it has not yet been investigated how different Deep Learning (DL) bugs affect AI-enabled CPSs in operation. This work-in-progress paper presents a preliminary evaluation on how such bugs can affect CPSs in operation by using a mobile robot as a case study system. For that, we generated DL mutants by using operators proposed by Humbatova et al., which are operators based on real-world DL faults. Our preliminary investigation suggests that such bugs are more difficult to detect when they are deployed in operation rather than when testing their DNN in an off-line setup, which contrast with related studies. © 2023 IEEE.",Deep Learning;  Mutation Testing;  Physical Testing,"Arrieta, A. and Valle, P. and Iriarte, A. and Illarramendi, M.",,10.1109/ESEM56168.2023.10304794,,,"This work was partially founded by the Basque Government through their Elkartek program (EGIA project, ref. KK-2022/00119 and SIIRSE project, ref. KK-2022/00007). The authors are part of the Software and Systems Engineering research group of Mondragon Unibertsitatea (IT1519-22), supported by the Department of Education, Universities and Research of the Basque Country.","Deep neural networks;  Embedded systems;  Learning systems;  Program debugging;  Software testing, Artificial intelligence techniques;  Case-studies;  Cybe-physical systems;  Cyber-physical systems;  Deep learning;  Mutation operators;  Mutation testing;  Physical process;  Physical testing;  Software-systems, Cyber Physical System",cited By 0,How Do Deep Learning Faults Affect AI-Enabled Cyber-Physical Systems in Operation? A Preliminary Study Based on DeepCrime Mutation Operators,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background: Code development is done collaboratively in platforms such as GitHub and GitLab, following a pull-based development model. In this model, developers actively communicate and share their knowledge through conversations. Pull request conversations are affected by social aspects such as communication dynamics among developers, discussion content, and organizational dynamics. Despite prior studies indicating that social aspects indeed impact software quality, it is still unknown to what extent social aspects influence design decay during software development. Thus, since social aspects are intertwined with design and implementation decisions, there is a need for investigating how social aspects contribute to avoiding, reducing, or accelerating design decay. Aims: To fill this gap, we performed a study aimed at investigating the effects of pull request conversation on design decay. Method: We investigated 10,746 pull request conversations from 11 open-source systems, characterizing in terms of three different social aspects: discussion content, organizational and communication dynamics. We considered 18 social metrics to these three social aspects, and analyzed how they associate with design decay. We used a statistical approach to assess which social metrics are able to discriminate between impactful and unimpactful pull requests. Then, we employed a multiple logistic regression model to evaluate the influence of each social metric per social aspect in the presence of each other on design decay. Finally, we also observed how the combination of all social metrics influences the design decay. Results: Our findings reveal that social metrics related to the size and duration of a discussion, the presence of design-related keywords, the team size, and gender diversity can be used to discriminate between design impactful and unimpactful pull requests. Organizational growth and gender diversity prevent decay. Each software community has its unique aspects that can be used to detect and prevent design decay. Also, design improvements can be accomplished by timely feedback, engaged communication, and design-oriented discussions with the contribution of multiple participants who provide significant comments. Conclusion: The social aspects related to pull request conversations are useful indicators of design decay. © 2023 IEEE.",design decay;  pull request;  social aspects,"Barbosa, C. and Uchoa, A. and Coutinho, D. and Assuncao, W.K.G. and Oliveira, A. and Garcia, A. and Fonseca, B. and Rabelo, M. and Coelho, J.E. and Carvalho, E. and Santos, H.",,10.1109/ESEM56168.2023.10304805,Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior,Brazil,"This work is partially funded by CNPq (140770/2021-6, 140185/2020-8, 434969/2018-4, 312149/2016-6, 409536/2017-2, and 427787/2018-1), CAPES/Procad (175956), CAPES/Proex (88887.373933/2019-00), FAPERJ (22520-7/2016), FAPERJ/PDR-10 (202073/2020), FUNCAP (BP5-00197-00042.01.00/22), and by the Instituto Estadual de Engenharia e Arquitetura (IEEA), Secretaria Estadual de Infraestrutura do Estado do Rio de Janeiro (001/2021).","Computer software selection and evaluation;  Dynamics;  Economic and social effects;  Open source software;  Open systems;  Regression analysis;  Software design, Code development;  Design and implementations;  Design decay;  Development model;  Gender diversity;  Organisational;  Organizational dynamics;  Pull request;  Social Metrics;  Software Quality, Social aspects",cited By 1,Beyond the Code: Investigating the Effects of Pull Request Conversations on Design Decay,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background: Code development is done collaboratively in platforms such as GitHub and GitLab, following a pull-based development model. In this model, developers actively communicate and share their knowledge through conversations. Pull request conversations are affected by social aspects such as communication dynamics among developers, discussion content, and organizational dynamics. Despite prior studies indicating that social aspects indeed impact software quality, it is still unknown to what extent social aspects influence design decay during software development. Thus, since social aspects are intertwined with design and implementation decisions, there is a need for investigating how social aspects contribute to avoiding, reducing, or accelerating design decay. Aims: To fill this gap, we performed a study aimed at investigating the effects of pull request conversation on design decay. Method: We investigated 10,746 pull request conversations from 11 open-source systems, characterizing in terms of three different social aspects: discussion content, organizational and communication dynamics. We considered 18 social metrics to these three social aspects, and analyzed how they associate with design decay. We used a statistical approach to assess which social metrics are able to discriminate between impactful and unimpactful pull requests. Then, we employed a multiple logistic regression model to evaluate the influence of each social metric per social aspect in the presence of each other on design decay. Finally, we also observed how the combination of all social metrics influences the design decay. Results: Our findings reveal that social metrics related to the size and duration of a discussion, the presence of design-related keywords, the team size, and gender diversity can be used to discriminate between design impactful and unimpactful pull requests. Organizational growth and gender diversity prevent decay. Each software community has its unique aspects that can be used to detect and prevent design decay. Also, design improvements can be accomplished by timely feedback, engaged communication, and design-oriented discussions with the contribution of multiple participants who provide significant comments. Conclusion: The social aspects related to pull request conversations are useful indicators of design decay. © 2023 IEEE.",design decay;  pull request;  social aspects,"Barbosa, C. and Uchoa, A. and Coutinho, D. and Assuncao, W.K.G. and Oliveira, A. and Garcia, A. and Fonseca, B. and Rabelo, M. and Coelho, J.E. and Carvalho, E. and Santos, H.",,10.1109/ESEM56168.2023.10304805,Conselho Nacional de Desenvolvimento Cientifico e Tecnologico,Brazil,,"Computer software selection and evaluation;  Dynamics;  Economic and social effects;  Open source software;  Open systems;  Regression analysis;  Software design, Code development;  Design and implementations;  Design decay;  Development model;  Gender diversity;  Organisational;  Organizational dynamics;  Pull request;  Social Metrics;  Software Quality, Social aspects",cited By 1,Beyond the Code: Investigating the Effects of Pull Request Conversations on Design Decay,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
