ABSTRACT,AUTHORKEYWORDS,AUTHORS,BOOKTITLE,DOI,FUNDINGDETAILS,FUNDINGDETAILSCOUNTRY,FUNDINGTEXT,KEYWORDS,NOTE,TITLE,VENUE,YEAR,SOURCE,TYPE
"We propose a solution combining source code static analysis with searchable symmetric encryption to detect input validation vulnerabilities of web applications in encrypted PHP code, allowing developers to protect their codebase from malicious third parties while simultaneously discovering vulnerabilities in it. Results show that our solution is capable of identifying vulnerabilities with precision similar to traditional static code, non-privacy-preserving analysers and exhibits a maximum overhead increase of around 16,55%. © 2023 Owner/Author.",,"Martins, J. and Medeiros, I. and Ferreira, B.",,10.1145/3593434.3593483,European Regional Development Fund,EU,"This work was supported by FCT through the project SEAL (PTDC/CCI-INF/29058/2017) and the LASIGE research unit (UIDB/00408/2020 and UIDP /00408/2020), and by P2020 through project XIVT (I3C4-17039/FEDER-039238).","Codes (symbols);  Privacy-preserving techniques, Input validation;  Privacy preserving;  Source code static analysis;  Static codes;  Symmetric encryption;  Third parties;  WEB application;  Web applications, Static analysis",cited By 0,Code Privacy in Detection of Web Vulnerabilities,ACM International Conference Proceeding Series,2023,EASE,conf
"Background: Adaptive user interfaces have the advantage of being able to dynamically change their aspect and/or behaviour depending on the characteristics of the context of use, i.e. To improve user experience. User experience is an important quality factor that has been primarily evaluated with classical measures (e.g. effectiveness, efficiency, satisfaction), but to a lesser extent with physiological measures, such as emotion recognition, skin response, or brain activity. Aim: In a previous exploratory experiment involving users with different profiles and a wide range of ages, we analysed user experience in terms of cognitive load, engagement, attraction and memorisation when employing twenty graphical adaptive menus through the use of an Electroencephalogram (EEG) device. The results indicated that there were statistically significant differences for these four variables. However, we considered that it was necessary to confirm or reject these findings using a more homogeneous group of users. Method: We conducted an operational internal replication study with 40 participants. We also investigated the potential correlation between EEG signals and the participants' user experience ratings, such as their preferences. Results: The results of this experiment confirm that there are statistically significant differences between the EEG variables when the participants interact with the different adaptive menus. Moreover, there is a high correlation among the participants' user experience ratings and the EEG signals, and a trend regarding performance has emerged from our analysis. Conclusions: These findings suggest that EEG signals could be used to evaluate user experience. With regard to the menus studied, our results suggest that graphical menus with different structures and font types produce more differences in users' brain responses, while menus which use colours produce more similarities in users' brain responses. Several insights with which to improve users' experience of graphical adaptive menus are outlined. © 2023 ACM.",Adaptive Systems;  EEG;  Experiment;  User Interfaces;  UX,"Gaspar-Figueiredo, D. and Abrahao, S. and Insfran, E. and Vanderdonckt, J.",,10.1145/3593434.3593452,European Social Fund,EU,This work was supported by the AKILA project (CIAICO/2021/303) funded by the GVA and the European Union through the Operational Program of the European Social Fund (ESF). D. Gaspar-Figueiredo is recipient of a Predoctoral Research staff-training program (GVA ACIF/2021/172) funded by the GVA.,"Brain;  Electrophysiology;  Emotion Recognition;  Physiological models;  Quality control;  User interfaces, Adaptive user interface;  Brain response;  Context of use;  Electroencephalogram signals;  Emotion recognition;  Physiological measures;  Quality factors;  Replication study;  Statistically significant difference;  Users' experiences, Electroencephalography",cited By 0,Measuring User Experience of Adaptive User Interfaces using EEG: A Replication Study,ACM International Conference Proceeding Series,2023,EASE,conf
"CONTEXT: Self-efficacy is a concept researched in various areas of knowledge that impacts various factors such as performance, satisfaction, and motivation. In Software Engineering, it has mainly been studied in the academic context, presenting results similar to other areas of knowledge. However, it is also important to understand its impact in the industrial context. OBJECTIVE: Therefore, this study aims to understand the impact on the software development context with a focus on understanding the behavioral signs of self-efficacy in software engineers and how self-efficacy can impact the work-day of software engineers. METHOD: A qualitative research was conducted using semi-structured questionnaires with 31 interviewees from a software development company located in Brazil. The interviewees participated in a Bootcamp and were later assigned to software development teams. Thematic analysis was used to analyze the data. RESULTS: In the perception of the interviewees, 21 signs were found that are related to people with high and low self-efficacy. These signs were divided into two dimensions: social and cognitive. Also, 18 situations were found that can lead to an increase or decrease of self-efficacy of software engineers. Finally, 12 factors were mentioned that can impact software development teams. CONCLUSION: This work evidences a set of behavioral signs that can help team leaders to better perceive the self-efficacy of their members. It also presents a set of situations that both leaders and individuals can use to improve their self-efficacy in the development context, and finally, factors that can be impacted by self-efficacy in the software development context are also presented. Finally, this work emphasizes the importance of understanding self-efficacy in the industrial context. © 2023 ACM.",,"Ribeiro, D. and Lima, R. and Franca, C. and Souza, A. and Silva, I. and Pinto, G.",,10.1145/3593434.3593467,Fundacao Amazonia Paraense de Amparo a Pesquisa,Brazil,We thank all the practitioners who participate in our study. We thank the Zup innovation to support our work. We also thank the reviewers for their helpful comments. This work was partially supported by CNPq (#309032/2019-9) and FAPESPA (#053/2021).,"Engineering research;  Software design, Engineering industries;  Industrial context;  Interview study;  Performance;  Qualitative research;  Self efficacy;  Semi-structured;  Software development teams;  Thematic analysis;  Two-dimensions, Engineers",cited By 0,Understanding Self-Efficacy in Software Engineering Industry: An Interview study,ACM International Conference Proceeding Series,2023,EASE,conf
"Mobile app development frameworks lower the effort to write and deploy apps across different execution platforms. At the same time, their use may limit native optimizations and impose overhead, increasing resource usage. In this paper, we analyze the resource usage of Android benchmarks and apps based on three mobile app development frameworks, Flutter, React Native, and Ionic, comparing them to functionally equivalent, native variants written in Java. These frameworks, besides being in widespread use, represent three different approaches for developing multiplatform apps: Flutter supports the deployment of apps that are compiled and run fully natively, React Native runs interpreted JavaScript code combined with native views for different platforms, and Ionic is based on web apps, which means that it does not depend on platform-specific details. We measure the energy consumption, execution time, and memory usage of ten optimized, CPU-intensive benchmarks, to gauge overhead in a controlled manner, and two applications, to measure their impact when running commonly mobile app functionalities. Our results show that cross-platform and hybrid frameworks can be competitive in CPU-intensive applications. In five of the ten benchmarks, at least one framework-based version exhibits lower energy consumption and execution time than its native counterpart, up to a reduction of 81% in energy and 83% in execution time. Furthermore, in three other benchmarks, framework-based and native versions achieved similar results. Overall, Flutter, usually imposes the least overhead in execution time and energy, while React Native imposes the highest in all the benchmarks. However, in an app that continuously animates multiple images on the screen, without interaction, the React Native version uses the least CPU and energy, up to a reduction of 96% in energy compared to the second-best framework-based version. These findings highlight the importance of analyzing expected application behavior before committing to a specific framework. © 2023 ACM.",,"Oliveira, W. and Moraes, B. and Castor, F. and Fernandes, J.P.",,10.1145/3593434.3593487,Fundacao de Amparo a Ciencia e Tecnologia do Estado de Pernambuco,Brazil,,"Benchmarking;  Flutter (aerodynamics), % reductions;  CPU-intensive;  Development frameworks;  Energy;  Execution platforms;  Javascript;  Mobile app;  Multi-platform;  Optimisations;  Resource usage, Energy utilization",cited By 1,Analyzing the Resource Usage Overhead of Mobile App Development Frameworks,ACM International Conference Proceeding Series,2023,EASE,conf
"This research explores the challenges in agile contract modeling for software innovation projects, particularly for outsourced projects. Literature has presented various methods and frameworks for agile contract management, but there is still a gap in effectively establishing the best contract approach for each project based on specific conditions. This work aims to contribute with a framework definition that effectively applies practical approaches for contract deployment suitable for software innovation projects, considering the best contractual practices related to projects specific context. The study will conduct an action research at CESAR, a prominent Brazilian Institute of Science and Technology (ICT) with 1200 employees and 26 years old, to establish effective agile contract models and its implementation that better support agile management and project success. The study hopes to contribute to understanding the relationship between the type of contract and project outcomes and to provide better agile contract implementation for software innovation projects developed by outsourced companies. © 2023 ACM.",Agile contracts;  Agile project management;  Pricing and contract design;  Software project management,"Gomes, A.",,10.1145/3593434.3593473,Fundacao de Amparo a Ciencia e Tecnologia do Estado de Pernambuco,Brazil,,"Human resource management;  Project management;  Software engineering, Agile contract;  Agile project management;  Contract design;  Contract management;  Innovation programs;  Outsourced projects;  Pricing and contract design;  Project-based;  Software innovations;  Software project management, Costs",cited By 0,Effective Agile Contracts Framework for Software Innovation Projects,ACM International Conference Proceeding Series,2023,EASE,conf
"CONTEXT: Self-efficacy is a concept researched in various areas of knowledge that impacts various factors such as performance, satisfaction, and motivation. In Software Engineering, it has mainly been studied in the academic context, presenting results similar to other areas of knowledge. However, it is also important to understand its impact in the industrial context. OBJECTIVE: Therefore, this study aims to understand the impact on the software development context with a focus on understanding the behavioral signs of self-efficacy in software engineers and how self-efficacy can impact the work-day of software engineers. METHOD: A qualitative research was conducted using semi-structured questionnaires with 31 interviewees from a software development company located in Brazil. The interviewees participated in a Bootcamp and were later assigned to software development teams. Thematic analysis was used to analyze the data. RESULTS: In the perception of the interviewees, 21 signs were found that are related to people with high and low self-efficacy. These signs were divided into two dimensions: social and cognitive. Also, 18 situations were found that can lead to an increase or decrease of self-efficacy of software engineers. Finally, 12 factors were mentioned that can impact software development teams. CONCLUSION: This work evidences a set of behavioral signs that can help team leaders to better perceive the self-efficacy of their members. It also presents a set of situations that both leaders and individuals can use to improve their self-efficacy in the development context, and finally, factors that can be impacted by self-efficacy in the software development context are also presented. Finally, this work emphasizes the importance of understanding self-efficacy in the industrial context. © 2023 ACM.",,"Ribeiro, D. and Lima, R. and Franca, C. and Souza, A. and Silva, I. and Pinto, G.",,10.1145/3593434.3593467,Fundacao de Amparo a Pesquisa do Estado de Sao Paulo,Brazil,,"Engineering research;  Software design, Engineering industries;  Industrial context;  Interview study;  Performance;  Qualitative research;  Self efficacy;  Semi-structured;  Software development teams;  Thematic analysis;  Two-dimensions, Engineers",cited By 0,Understanding Self-Efficacy in Software Engineering Industry: An Interview study,ACM International Conference Proceeding Series,2023,EASE,conf
"Software engineering artifacts are central to DevOps, enabling the collaboration of teams involved with integrating the development and operations domains. However, collaboration around DevOps artifacts has yet to receive detailed research attention. We apply the sociological concept of Boundary Objects to describe and evaluate the specific software engineering artifacts that enable a cross-disciplinary understanding. Using this focus, we investigate how different DevOps stakeholders can collaborate efficiently using common artifacts. We performed a multiple case study and conducted twelve semi-structured interviews with DevOps practitioners in nine companies. We elicited participants' collaboration practices, focusing on the coordination of stakeholders and the use of engineering artifacts as a means of translation. This paper presents a consolidated overview of four categories of DevOps Boundary Objects and eleven stakeholder groups relevant to DevOps. To help practitioners assess cross-disciplinary knowledge management strategies, we detail how DevOps Boundary Objects contribute to four areas of DevOps knowledge and propose derived dimensions to evaluate their use. © 2023 Owner/Author.",Agile Software Development;  Boundary Objects;  DevOps;  Knowledge Management;  Software Engineering Artifacts,"Matthies, C. and Heinrich, R. and Wohlrab, R.",,10.1145/3593434.3593441,Helmholtz-Gemeinschaft,Germany,"We thank all interviewees for their time and valuable responses. This work was partially supported by the Wallenberg AI, Autonomous Systems and Software Program (WASP) funded by the Knut and Alice Wallenberg Foundation, the topic Engineering Secure Systems (46.23.03) of the Helmholtz Association (HGF) and KASTEL Security Research Labs. We thank the GoTo Technologies Germany GmbH and the SPEC Research Group for their valuable support.","Software design, Agile software development;  Boundary objects;  Collaboration practices;  Common artefacts;  Cross-disciplinary;  Development and operations;  Multiple-case study;  Semi structured interviews;  Software engineering artifact;  Through the lens, Knowledge management",cited By 0,Investigating Software Engineering Artifacts in DevOps Through the Lens of Boundary Objects,ACM International Conference Proceeding Series,2023,EASE,conf
"Mobile app development frameworks lower the effort to write and deploy apps across different execution platforms. At the same time, their use may limit native optimizations and impose overhead, increasing resource usage. In this paper, we analyze the resource usage of Android benchmarks and apps based on three mobile app development frameworks, Flutter, React Native, and Ionic, comparing them to functionally equivalent, native variants written in Java. These frameworks, besides being in widespread use, represent three different approaches for developing multiplatform apps: Flutter supports the deployment of apps that are compiled and run fully natively, React Native runs interpreted JavaScript code combined with native views for different platforms, and Ionic is based on web apps, which means that it does not depend on platform-specific details. We measure the energy consumption, execution time, and memory usage of ten optimized, CPU-intensive benchmarks, to gauge overhead in a controlled manner, and two applications, to measure their impact when running commonly mobile app functionalities. Our results show that cross-platform and hybrid frameworks can be competitive in CPU-intensive applications. In five of the ten benchmarks, at least one framework-based version exhibits lower energy consumption and execution time than its native counterpart, up to a reduction of 81% in energy and 83% in execution time. Furthermore, in three other benchmarks, framework-based and native versions achieved similar results. Overall, Flutter, usually imposes the least overhead in execution time and energy, while React Native imposes the highest in all the benchmarks. However, in an app that continuously animates multiple images on the screen, without interaction, the React Native version uses the least CPU and energy, up to a reduction of 96% in energy compared to the second-best framework-based version. These findings highlight the importance of analyzing expected application behavior before committing to a specific framework. © 2023 ACM.",,"Oliveira, W. and Moraes, B. and Castor, F. and Fernandes, J.P.",,10.1145/3593434.3593487,Instituto Nacional de Ciencia e Tecnologia para Engenharia de Software,Brazil,"This research was partially by FEDER from the European Union through CENTRO 2020 under project CENTRO-01-0247-FEDER-047256 – GreenStamp: Mobile Energy Efficiency Services, and Base Funding - UIDB/00027/2020 of the Artificial Intelligence and Computer Science Laboratory – LIACC - by national funds through the FCT/MCTES (PIDDAC), and by FCT in the LASIGE Research Unit under the ref. UIDB/00408/2020 and UIDP/00408/2020 and the RAP project under the reference EXPL/CCI-COM/1306/2021, and INES 2.0, (FACEPE PRONEX APQ 0388-1.03/14 and APQ-0399-1.03/17, CNPq 465614/2014-0).","Benchmarking;  Flutter (aerodynamics), % reductions;  CPU-intensive;  Development frameworks;  Energy;  Execution platforms;  Javascript;  Mobile app;  Multi-platform;  Optimisations;  Resource usage, Energy utilization",cited By 1,Analyzing the Resource Usage Overhead of Mobile App Development Frameworks,ACM International Conference Proceeding Series,2023,EASE,conf
"This research explores the challenges in agile contract modeling for software innovation projects, particularly for outsourced projects. Literature has presented various methods and frameworks for agile contract management, but there is still a gap in effectively establishing the best contract approach for each project based on specific conditions. This work aims to contribute with a framework definition that effectively applies practical approaches for contract deployment suitable for software innovation projects, considering the best contractual practices related to projects specific context. The study will conduct an action research at CESAR, a prominent Brazilian Institute of Science and Technology (ICT) with 1200 employees and 26 years old, to establish effective agile contract models and its implementation that better support agile management and project success. The study hopes to contribute to understanding the relationship between the type of contract and project outcomes and to provide better agile contract implementation for software innovation projects developed by outsourced companies. © 2023 ACM.",Agile contracts;  Agile project management;  Pricing and contract design;  Software project management,"Gomes, A.",,10.1145/3593434.3593473,Instituto Nacional de Ciencia e Tecnologia para Engenharia de Software,Brazil,,"Human resource management;  Project management;  Software engineering, Agile contract;  Agile project management;  Contract design;  Contract management;  Innovation programs;  Outsourced projects;  Pricing and contract design;  Project-based;  Software innovations;  Software project management, Costs",cited By 0,Effective Agile Contracts Framework for Software Innovation Projects,ACM International Conference Proceeding Series,2023,EASE,conf
"Technical debt is often the result of Short Run decisions made during code development, which can lead to long-term maintenance costs and risks. Hence, evaluating the progression of a project and understanding related code quality aspects is essential. Fortunately, the prioritization process for addressing technical debt can be expedited with code analysis tools like the established SonarQube. Unfortunately, we experienced some limitations with this tool and have had some requirements from the industry that were not yet addressed. Through this experience report and the analysis of scientific papers, this work contributes: (1) a reassessment of technical debt within the industry, (2) considers the benefits of employing SonarQube as well as its limitations when evaluating and prioritizing technical debt, (3) introduces a novel tool named SoHist which addresses these limitations and offers additional features for the assessment and prioritization of technical debt, and (4) exemplifies the usage of this tool in two industrial settings in the ITEA3 SmartDelta project. © 2023 Owner/Author.",software quality evolution;  SoHist;  SonarQube;  technical debt,"Dornauer, B. and Felderer, M. and Weinzerl, J. and Racasan, M.-C. and Hess, M.",,10.1145/3593434.3593460,ITEA,EU,"This work has been supported by and done in the scope of the ITEA3 SmartDelta project, which has been funded by the Austrian Research Promotion Agency (Grant No. 890417) and the German Federal Ministry of Education and Research (Grant No. 01IS21083A).","Quality control, Code analysis;  Code development;  Long-term maintenances;  Maintenance cost;  Short runs;  Software Quality;  Software quality evolution;  Sohist;  Sonarqube;  Technical debts, Computer software selection and evaluation",cited By 1,SoHist: A Tool for Managing Technical Debt through Retro Perspective Code Analysis,ACM International Conference Proceeding Series,2023,EASE,conf
"Changes to a software project are inevitable as the software requires continuous adaptations, improvements, and corrections throughout maintenance. Identifying the purpose and impact of changes made to the codebase is critical in software engineering. However, manually identifying and characterizing software changes can be a time-consuming and tedious process that adds to the workload of software engineers. To address this challenge, several attempts have been made to automatically identify and demystify intents of software changes based on software artifacts such as commit change logs, issue reports, change messages, source code files, and software documentation. However, these existing approaches have their limitations. These include a lack of data, limited performance, and an inability to evaluate compound changes. This paper presents a doctoral research proposal that aims to automate the process of identifying commit-level changes in software projects using software repository mining and code representation learning models. The research background, state-of-The-Art, research objectives, research agenda, and threats to validity are discussed. © 2023 ACM.",code commit;  machine learning;  mining software repositories;  neural source code embeddings;  software maintenance,"Heričko, T.",,10.1145/3593434.3593505,Javna Agencija za Raziskovalno Dejavnost RS,Slovenia,The authors acknowledge the financial support from the Slovenian Research Agency (Research Core Funding No. P2-0057).,"Codes (symbols);  Machine learning, Code commit;  Code representation;  Embeddings;  Machine-learning;  Mining software;  Mining software repository;  Neural source code embedding;  Software change;  Software repositories;  Source codes, Computer software maintenance",cited By 0,Automatic Data-Driven Software Change Identification via Code Representation Learning,ACM International Conference Proceeding Series,2023,EASE,conf
"Code review is a common practice in software development and often conducted before code changes are merged into the code repository. A number of approaches for automatically recommending appropriate reviewers have been proposed to match such code changes to pertinent reviewers. However, such approaches are generic, i.e., they do not focus on specific types of issues during code reviews. In this paper, we propose an approach that focuses on architecture violations, one of the most critical type of issues identified during code review. Specifically, we aim at automating the recommendation of code reviewers, who are potentially qualified to review architecture violations, based on reviews of code changes. To this end, we selected three common similarity detection methods to measure the file path similarity of code commits and the semantic similarity of review comments. We conducted a series of experiments on finding the appropriate reviewers through evaluating and comparing these similarity detection methods in separate and combined ways with the baseline reviewer recommendation approach, RevFinder. The results show that the common similarity detection methods can produce acceptable performance scores and achieve a better performance than RevFinder. The sampling techniques used in recommending code reviewers can impact the performance of reviewer recommendation approaches. We also discuss the potential implications of our findings for both researchers and practitioners. © 2023 ACM.",Architecture Violation;  Code Review;  Reviewer Recommendation,"Li, R. and Liang, P. and Avgeriou, P.",,10.1145/3593434.3593450,National Natural Science Foundation of China,China,This work is funded by NSFC with No. 62172311 and the Special Fund of Hubei Luojia Laboratory.,"Software design, Acceptable performance;  Architecture violation;  Code changes;  Code review;  Detection methods;  Exploratory studies;  Performance;  Reviewer recommendation;  Semantic similarity;  Similarity detection, Semantics",cited By 0,Code Reviewer Recommendation for Architecture Violations: An Exploratory Study,ACM International Conference Proceeding Series,2023,EASE,conf
"Architecting software-intensive systems can be a complex process. It deals with the daunting tasks of unifying stakeholders' perspectives, designers' intellect, tool-based automation, pattern-driven reuse, and so on, to sketch a blueprint that guides software implementation and evaluation. Despite its benefits, architecture-centric software engineering (ACSE) suffers from a multitude of challenges. ACSE challenges could stem from a lack of standardized processes, socio-technical limitations, and scarcity of human expertise etc. that can impede the development of existing and emergent classes of software. Software Development Bots (DevBots) trained on large language models can help synergise architects' knowledge with artificially intelligent decision support to enable rapid architecting in a human-bot collaborative ACSE. An emerging solution to enable this collaboration is ChatGPT, a disruptive technology not primarily introduced for software engineering, but is capable of articulating and refining architectural artifacts based on natural language processing. We detail a case study that involves collaboration between a novice software architect and ChatGPT to architect a service-based software. Future research focuses on harnessing empirical evidence about architects' productivity and explores socio-technical aspects of architecting with ChatGPT to tackle challenges of ACSE. © 2023 Owner/Author.",ChatGPT;  DevBots;  Large Language Models;  Software Architecture,"Ahmad, A. and Waseem, M. and Liang, P. and Fahmideh, M. and Aktar, M.S. and Mikkonen, T.",,10.1145/3593434.3593468,National Natural Science Foundation of China,China,,"Computational linguistics;  Decision support systems;  Groupware;  Natural language processing systems;  Refining;  Reusability;  Software architecture;  Software design, Architecture-centric;  Centric softwares;  ChatGPT;  Collaborative softwares;  Complex Processes;  Development bot;  Language model;  Large language model;  Software architecting;  Software intensive systems, Computer software reusability",cited By 7,Towards Human-Bot Collaborative Software Architecting with ChatGPT,ACM International Conference Proceeding Series,2023,EASE,conf
"GitHub Actions is a powerful tool for automating workflows on GitHub repositories, with thousands of Actions currently available on the GitHub Marketplace. So far, the research community has conducted mining studies on Actions, with much of the focus on CI/CD. However, the motivation and best practices of developers for using, developing, and debugging Actions are unknown. To address this gap, we conducted a survey study with 90 Action users and developers. Our findings indicate that developers prefer Actions with verified creators and more stars when choosing between similar Actions, and often switch to alternative Actions when faced with bugs or a lack of documentation. We also found that developers find the composition of YAML files, which are essential for Action integration, challenging and error-prone. They primarily rely on QA forums to fix issues with these YAML files. Finally, we observed that developers would not likely adopt Actions when there are concerns around complexity and security risks. Our study summarizes developers' perceptions, decision-making process, and challenges in using, developing, and debugging Actions. We provide recommendations for improving the visibility, re-usability, documentation, and support surrounding GitHub Actions. © 2023 ACM.",developer's perception;  GitHub Actions;  open source;  software engineering;  survey;  workflow automation,"Saroar, S.G. and Nayebi, M.",,10.1145/3593434.3593475,Natural Sciences and Engineering Research Council of Canada,Canada,This research was partially supported by the NSERC Discovery Grant RGPIN-2019-05697.,"Decision making;  Open source software, Best practices;  Developer perception;  Error prones;  Github action;  Open-source;  Research communities;  Security risks;  Survey analysis;  Work-flows;  Workflow automation, Open systems",cited By 2,Developers' Perception of GitHub Actions: A Survey Analysis,ACM International Conference Proceeding Series,2023,EASE,conf
"With the recent advent of artificially intelligent pairing partners in software engineering, it is interesting to renew the study of the psychology of pairing. Pair programming provides an attractive way of teaching software engineering to university students. Its study can also lead to a better understanding of the needs of professional software engineers in various programming roles and for the improvement of the concurrent pairing software. [Objective] This preliminary study aimed to gain quantitative and qualitative insights into pair programming, especially students' attitudes towards its specific roles and what they require from the pairing partners. The research's goal is to use the findings to design further studies on pairing with artificial intelligence. [Method] Using a mixed-methods and experimental approach, we distinguished the effects of the pilot, navigator, and solo roles on (N = 35) students' intrinsic motivation. Four experimental sessions produced a rich data corpus in two software engineering university classrooms. It was quantitatively investigated using the Shapiro-Wilk normality test and one-way analysis of variance (ANOVA) to confirm the relations and significance of variations in mean intrinsic motivation in different roles. Consequently, seven semi-structured interviews were conducted with the experiment's participants. The qualitative data excerpts were subjected to the thematic analysis method in an essentialist way. [Results] The systematic coding interview transcripts elucidated the research topic by producing seven themes for understanding the psychological aspects of pair programming and for its improvement in university classrooms. Statistical analysis of 612 self-reported intrinsic motivation inventories confirmed that students find programming in pilot-navigator roles more interesting and enjoyable than programming simultaneously. [Conclusion] The executed experimental settings are viable for inspecting the associations between students' attitudes and the distributed cognition practice. The preliminary results illuminate the psychological aspects of the pilot-navigator roles and reveal many areas for improvement. The results also provide a strong basis for conducting further studies with the same design involving the big five personality and intrinsic motivation on using artificial intelligence in pairing and to allow comparison of those results with results of pairing with human partners. © 2023 Owner/Author.",Agile development;  Intrinsic motivation;  Pair programming;  Software engineering;  Thematic analysis,"Valovy, M.",,10.1145/3593434.3593458,Prague University of Economics and Business,Czech Republic,This work was supported by an internal grant funding scheme (F4/61/2023) administered by the Prague University of Economics and Business.,"Air navigation;  Analysis of variance (ANOVA);  Artificial intelligence;  Motivation;  Students, Agile development;  Intrinsic motivation;  Pair-programming;  Professional software engineers;  Psychological Aspects;  Student attitudes;  Teaching software;  Thematic analysis;  University classrooms;  University students, Software engineering",cited By 1,Psychological aspects of pair programming,ACM International Conference Proceeding Series,2023,EASE,conf
"Data quality assessment has become a prominent component in the successful execution of complex data-driven artificial intelligence (AI) software systems. In practice, real-world applications generate huge volumes of data at speeds. These data streams require analysis and preprocessing before being permanently stored or used in a learning task. Therefore, significant attention has been paid to the systematic management and construction of high-quality datasets. Nevertheless, managing voluminous and high-velocity data streams is usually performed manually (i.e. offline), making it an impractical strategy in production environments. To address this challenge, DataOps has emerged to achieve life-cycle automation of data processes using DevOps principles. However, determining the data quality based on a fitness scale constitutes a complex task within the framework of DataOps. This paper presents a novel Data Quality Scoring Operations (DQSOps) framework that yields a quality score for production data in DataOps workflows. The framework incorporates two scoring approaches, an ML prediction-based approach that predicts the data quality score and a standard-based approach that periodically produces the ground-truth scores based on assessing several data quality dimensions. We deploy the DQSOps framework in a real-world industrial use case. The results show that DQSOps achieves significant computational speedup rates compared to the conventional approach of data quality scoring while maintaining high prediction performance. © 2023 Owner/Author.",Automated data scoring;  data assessment;  data quality dimensions;  DataOps;  mutation testing,"Bayram, F. and Ahmed, B.S. and Hallin, E. and Engman, A.",,10.1145/3593434.3593445,Stiftelsen foer Kunskaps- och Kompetensutveckling;Stiftelsen för Kunskaps- och Kompetensutveckling,Sweden,This work has been funded by the Knowledge Foundation of Sweden (KKS) through the Synergy Project AIDA - A Holistic AI-driven Networking and Processing Framework for Industrial IoT (Rek:20200067).,"Data reduction;  Quality control, Automated data;  Automated data scoring;  Data assessment;  Data quality;  Data quality dimensions;  Data stream;  Data-driven applications;  Dataops;  Mutation testing;  Real-world, Life cycle",cited By 0,DQSOps: Data Quality Scoring Operations Framework for Data-Driven Applications,ACM International Conference Proceeding Series,2023,EASE,conf
"Binary classifiers are commonly used in software engineering research to estimate several software qualities, e.g., defectiveness or vulnerability. Thus, it is important to adequately evaluate how well binary classifiers perform, before they are used in practice. The Area Under the Curve (AUC) of Receiver Operating Characteristic curves has often been used to this end. However, AUC has been the target of some criticisms, so it is necessary to evaluate under what conditions and to what extent AUC can be a reliable performance metric. We analyze AUC in relation to φ (also known as Matthews Correlation Coefficient), often considered a more reliable performance metric, by building the lines in the ROC space with constant value of φ, for several values of φ, and computing the corresponding values of AUC. By their very definitions, AUC and φ depend on the prevalence ρ of a dataset, which is the proportion of its positive instances (e.g., the defective software modules). Hence, so does the relationship between AUC and φ. It turns out that AUC and φ are very well correlated, and therefore provide concordant indications, for balanced datasets (those with ρ g 0.5). Instead, AUC tends to become quite large, and hence provide over-optimistic indications, for very imbalanced datasets (those with ρ g 0 or ρ g 1). We use examples from the software engineering literature to illustrate the analytical relationship linking AUC, φ, and ρ. We show that, for some values of ρ, the evaluation of performance based exclusively on AUC can be deceiving. In conclusion, this paper provides some guidelines for an informed usage and interpretation of AUC. © 2023 ACM.",accuracy;  Binary classifiers;  Matthews Correlation Coefficient.;  Pearson φ;  performance metrics;  predictors,"Lavazza, L. and Morasca, S. and Rotoloni, G.",,10.1145/3593434.3593456,Universita degli Studi dell'Insubria,Italy,This work has been supported by the “Fondo di Ricerca d’Ateneo” funded by the Università degli Studi dell’Insubria.,"Computer software selection and evaluation;  Defects;  Large dataset;  Professional aspects;  Software reliability, Accuracy;  Area under the ROC curve;  Areas under the curves;  Binary classifiers;  Correlation coefficient;  Matthew correlation coefficient.;  Pearson φ;  Performance metrices;  Predictor;  Reliable performance, Classification (of information)",cited By 1,On the Reliability of the Area under the ROC Curve in Empirical Software Engineering,ACM International Conference Proceeding Series,2023,EASE,conf
"Architecting software-intensive systems can be a complex process. It deals with the daunting tasks of unifying stakeholders' perspectives, designers' intellect, tool-based automation, pattern-driven reuse, and so on, to sketch a blueprint that guides software implementation and evaluation. Despite its benefits, architecture-centric software engineering (ACSE) suffers from a multitude of challenges. ACSE challenges could stem from a lack of standardized processes, socio-technical limitations, and scarcity of human expertise etc. that can impede the development of existing and emergent classes of software. Software Development Bots (DevBots) trained on large language models can help synergise architects' knowledge with artificially intelligent decision support to enable rapid architecting in a human-bot collaborative ACSE. An emerging solution to enable this collaboration is ChatGPT, a disruptive technology not primarily introduced for software engineering, but is capable of articulating and refining architectural artifacts based on natural language processing. We detail a case study that involves collaboration between a novice software architect and ChatGPT to architect a service-based software. Future research focuses on harnessing empirical evidence about architects' productivity and explores socio-technical aspects of architecting with ChatGPT to tackle challenges of ACSE. © 2023 Owner/Author.",ChatGPT;  DevBots;  Large Language Models;  Software Architecture,"Ahmad, A. and Waseem, M. and Liang, P. and Fahmideh, M. and Aktar, M.S. and Mikkonen, T.",,10.1145/3593434.3593468,University of Jyvaeskylae,Finland,"This work is funded by the University of Jyväskylä, Finland research grant, and the NSFC China with grant number 62172311.","Computational linguistics;  Decision support systems;  Groupware;  Natural language processing systems;  Refining;  Reusability;  Software architecture;  Software design, Architecture-centric;  Centric softwares;  ChatGPT;  Collaborative softwares;  Complex Processes;  Development bot;  Language model;  Large language model;  Software architecting;  Software intensive systems, Computer software reusability",cited By 7,Towards Human-Bot Collaborative Software Architecting with ChatGPT,ACM International Conference Proceeding Series,2023,EASE,conf
